NameId,Text,nid
audavideo, LOL,24
anni_anni_bobanni, ya think??,25
anni_anni_bobanni, lol,25
audavideo, u work thursday?,24
anni_anni_bobanni," I'm pretty sure, why?",25
audavideo, ima tell u wedneday,24
anni_anni_bobanni, so i no u cant stalk me lol,25
anni_anni_bobanni, ur mad huh,25
anni_anni_bobanni, if that makes you feel comfortable,25
audavideo, ur mad,24
anni_anni_bobanni," nah, Im just nervous",25
audavideo, o dang,24
anni_anni_bobanni, me to,25
anni_anni_bobanni, I still keep getting weird vibes,25
audavideo, but i wanna c u,24
anni_anni_bobanni, u do,25
anni_anni_bobanni, o,25
anni_anni_bobanni, still???,25
anni_anni_bobanni, just keep thinking of those cases where guyys get caught doing this stuff,25
audavideo, ya,24
anni_anni_bobanni, i no,25
anni_anni_bobanni, idk what 2 tell u,25
anni_anni_bobanni, well,25
anni_anni_bobanni, ,25
audavideo, we dont hafta do this,24
anni_anni_bobanni, i guess its ok if u dont wanna,25
anni_anni_bobanni, why do you want to do this?,25
audavideo, umm,24
anni_anni_bobanni, ur my frend,25
anni_anni_bobanni, thats SO lame i no,25
anni_anni_bobanni, no its not,25
audavideo, stephen was a asshole,24
anni_anni_bobanni, i no,25
anni_anni_bobanni, true,25
audavideo, but i relly didnt no that,24
anni_anni_bobanni, i knew he wasnt nice 2 me,25
anni_anni_bobanni, thats OK,25
audavideo, now you know,24
audavideo, ya,24
anni_anni_bobanni, u dont make funa me,25
anni_anni_bobanni, but let me ask you something,25
audavideo, i watched u on cam,24
anni_anni_bobanni, ok,25
anni_anni_bobanni, i watched ur face,25
anni_anni_bobanni, did I convince you to have sex with me?,25
audavideo, idk,24
anni_anni_bobanni, i guess i wanted it,25
anni_anni_bobanni, did us what i said,25
anni_anni_bobanni, were you hoping I wanted to,25
audavideo, not at first,24
anni_anni_bobanni, cuz ur kinda old,25
anni_anni_bobanni, ,25
anni_anni_bobanni, sorry,25
anni_anni_bobanni, no kidding,25
audavideo, lol,24
audavideo, ,24
audavideo, i watched ur face on cam,24
anni_anni_bobanni, real close,25
anni_anni_bobanni, when ur were chatting,25
anni_anni_bobanni, what did you learn from seeing my face,25
audavideo, u prooly understand this,24
anni_anni_bobanni, i usta watch faces when i was lil cuz,25
anni_anni_bobanni, i dint get all the words,25
anni_anni_bobanni, so,25
anni_anni_bobanni, i no i can trust u,25
anni_anni_bobanni, i dont think ur lying,25
anni_anni_bobanni, Im not,25
audavideo, I really want the opportuntity to be with you,24
audavideo, stephen was really cute,24
anni_anni_bobanni, rEALLY,25
anni_anni_bobanni, but his face turned mean,25
anni_anni_bobanni, awwww,25
audavideo, dont get mad,24
anni_anni_bobanni, but ur not as cute as stephen,25
anni_anni_bobanni, lol,25
anni_anni_bobanni, I figured as much,25
audavideo, but ur face is way nicer,24
anni_anni_bobanni, thank you,25
audavideo, u mad?,24
anni_anni_bobanni, nope,25
audavideo, that i said uw erent as cute,24
anni_anni_bobanni, nope. I know Im not cute,25
audavideo, u no what else,24
anni_anni_bobanni, ur goofy,25
anni_anni_bobanni, ,25
audavideo, some a those pix u sent me r goofy,24
anni_anni_bobanni," lol, which ones?",25
audavideo, like the 1 in hawiaa,24
anni_anni_bobanni, that sez no parking,25
anni_anni_bobanni, lol,25
audavideo, and the look on ur face,24
anni_anni_bobanni, like what????,25
anni_anni_bobanni, hahaha,25
audavideo, wheres my car???!!,24
audavideo, an ur swat gear pic,24
anni_anni_bobanni, ;),25
audavideo, dang,24
anni_anni_bobanni, kinda hot n kinda goofy,25
anni_anni_bobanni, ,25
audavideo, i hope ur not mad,24
anni_anni_bobanni," nope, Im not",25
audavideo, this will still be fun,24
audavideo, u gonna wear ur swat gear???,24
anni_anni_bobanni, unless of course I get handcuffed and thrown in jail,25
audavideo, lol,24
anni_anni_bobanni, o u got those to huh,25
anni_anni_bobanni, no! LOL,25
audavideo, you're turning kinky on me,24
audavideo, ,24
anni_anni_bobanni, lol,25
audavideo, is there anything you've ever wanted to do sexually?,24
audavideo, geez,24
anni_anni_bobanni, what?,25
audavideo, is there anyhting thats fun but doesnt hurt,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, sure,25
audavideo, liek what,24
anni_anni_bobanni, you know the licking thing we were talking about?,25
audavideo, o ya,24
anni_anni_bobanni, ,25
anni_anni_bobanni, me or u,25
anni_anni_bobanni," me, on you",25
audavideo, o,24
anni_anni_bobanni, doesnt hurt,25
audavideo, wow,24
anni_anni_bobanni, makes girls go nuts,25
audavideo, ok,24
anni_anni_bobanni, u wanna do that??,25
anni_anni_bobanni, ok,25
anni_anni_bobanni, lol,25
anni_anni_bobanni, sure,25
audavideo, sounds messy lol,24
anni_anni_bobanni, it gets a little wet,25
audavideo, o dang,24
anni_anni_bobanni, i gues uwant me to ask u what u want lol,25
anni_anni_bobanni, nope,25
audavideo, k,24
anni_anni_bobanni, its all about you,25
audavideo, and,24
anni_anni_bobanni, im not goona get pregnant,25
anni_anni_bobanni, nope,25
audavideo, k,24
anni_anni_bobanni, umm,25
anni_anni_bobanni, ,25
anni_anni_bobanni, i got a question,25
anni_anni_bobanni, sure,25
audavideo, umm,24
anni_anni_bobanni, this sounds stupid but,25
anni_anni_bobanni, how do they do it,25
anni_anni_bobanni, when theres 3 ppl,25
anni_anni_bobanni, where does ebrthing go,25
anni_anni_bobanni, everything,25
anni_anni_bobanni, ,25
anni_anni_bobanni, that a bad question??,25
anni_anni_bobanni, nope,25
audavideo, is that something you wanna do??,24
audavideo, i dont wanna do that NO,24
anni_anni_bobanni, j/w,25
anni_anni_bobanni, well there are a few factors,25
audavideo," two girls, one guy?",24
audavideo, i guess,24
anni_anni_bobanni," two guys, one girl?",25
audavideo, o geez,24
anni_anni_bobanni, thres not enuff holes david,25
anni_anni_bobanni, ,25
anni_anni_bobanni," well, you asked",25
audavideo, ya,24
anni_anni_bobanni," two guys, one girl",25
audavideo, girl usually gives oral to one,24
audavideo, k,24
anni_anni_bobanni, while the other guy does his thing down there,25
audavideo, huh,24
anni_anni_bobanni, simply put,25
audavideo, how,24
anni_anni_bobanni, one guy has is dick in her mouth,25
audavideo, wich way,24
anni_anni_bobanni, o geez,25
anni_anni_bobanni, the other guy has his dick in her pussy,25
audavideo, or her butt,24
audavideo, o dANG,24
anni_anni_bobanni, there is another way too,25
audavideo, huh,24
anni_anni_bobanni, one guy in front,25
audavideo, one in back,24
audavideo, O,24
anni_anni_bobanni, M,25
anni_anni_bobanni, G,25
anni_anni_bobanni, omg,25
anni_anni_bobanni, sorry,25
audavideo, I know its gross,24
audavideo, omg,24
anni_anni_bobanni, i asked,25
anni_anni_bobanni, 8-},25
anni_anni_bobanni," so now. . .two girls, one guy",25
audavideo," usually, he would be giving one girl oral",24
audavideo, o,24
anni_anni_bobanni, while having sex with the other,25
audavideo, k,24
anni_anni_bobanni, but,25
anni_anni_bobanni, n/m,25
anni_anni_bobanni," no, go ahead",25
audavideo, how,24
anni_anni_bobanni, how what?,25
audavideo, which way,24
anni_anni_bobanni, does he go,25
anni_anni_bobanni, either way,25
audavideo, all ways,24
audavideo, lol,24
anni_anni_bobanni, no,25
anni_anni_bobanni, it all depends on where the girls are,25
audavideo, dang,24
anni_anni_bobanni, if he lays down on his back,25
audavideo, they can sit on him,24
audavideo, one on his who-ha,24
audavideo, lol,24
anni_anni_bobanni, the other on his tongue,25
audavideo, he dont get smothered,24
anni_anni_bobanni, ?,25
anni_anni_bobanni, well alittle,25
audavideo, geeeeeeeez,24
anni_anni_bobanni, she doesnt put her entire weight on his face,25
audavideo, o ,24
anni_anni_bobanni, or he could be using his fingers instead of his toungue,25
audavideo, o dang,24
anni_anni_bobanni, ok,25
anni_anni_bobanni, my brain hutz now,25
anni_anni_bobanni, why?,25
audavideo, too much information?,24
audavideo, o wow,24
anni_anni_bobanni, maybe lol,25
anni_anni_bobanni, sorry,25
audavideo, no,24
anni_anni_bobanni, i asked,25
anni_anni_bobanni," dont worry, when Im with you, it will be nicer",25
audavideo, ya,24
anni_anni_bobanni, ,25
anni_anni_bobanni, hey,25
anni_anni_bobanni, u no how to dance?,25
anni_anni_bobanni, yes?,25
audavideo, yes??,24
anni_anni_bobanni, maybe?? lol,25
anni_anni_bobanni," I can, but not very good",25
audavideo, what kind of dancing?,24
audavideo, slow dancing,24
anni_anni_bobanni, omg,25
anni_anni_bobanni, sure,25
audavideo, I'll slow dance with you,24
audavideo, cool,24
anni_anni_bobanni," we can slow dance on the beach, barefoot",25
audavideo, u gonna sing lol,24
anni_anni_bobanni, I could,25
audavideo, u can??,24
anni_anni_bobanni, I'll bring my laptop,25
audavideo, yes I can sing,24
audavideo, huh,24
anni_anni_bobanni, whats the laptop 4,25
anni_anni_bobanni, music,25
audavideo, o,24
anni_anni_bobanni, but I can sing,25
audavideo, I will sing while we dance,24
audavideo, really??,24
anni_anni_bobanni, like what,25
anni_anni_bobanni, in my left ear ok,25
anni_anni_bobanni, ok,25
audavideo, my only problem is not knowing the words,24
audavideo, lol,24
anni_anni_bobanni, you want to dance?,25
audavideo, ya ,24
anni_anni_bobanni, if thats ok,25
anni_anni_bobanni, sure,25
audavideo, maybe not on the beach,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, why not?,25
audavideo, well ok,24
anni_anni_bobanni, u eva dance on the beach?,25
anni_anni_bobanni, nope,25
audavideo, its lumpy lol,24
anni_anni_bobanni, been on walks on the beach with someone,25
audavideo, but never danced,24
audavideo, we could try ,24
anni_anni_bobanni, thats OK,25
audavideo, you wont have to have your feet on the ground,24
audavideo, huh,24
anni_anni_bobanni, I can pick you up,25
audavideo, and hold you against me real close,24
audavideo, awww,24
anni_anni_bobanni, ya ur tall,25
anni_anni_bobanni, me likee,25
anni_anni_bobanni, ,25
audavideo, So what made you think about dancing?,24
audavideo, i was thinkin abt the formal,24
anni_anni_bobanni, last spring,25
anni_anni_bobanni, how did that go?,25
audavideo, other than the last part,24
audavideo, it was amazing,24
anni_anni_bobanni, really? what did you like about it?,25
audavideo, i had a bangin dress,24
anni_anni_bobanni, lol,25
anni_anni_bobanni," lol, of course you did, you got banged in it",25
audavideo, awww,24
anni_anni_bobanni, thats not what i meant,25
anni_anni_bobanni, thats what bangin means,25
audavideo, lol,24
audavideo, naww,24
anni_anni_bobanni, not aways,25
anni_anni_bobanni, ok maybe,25
audavideo, ,24
audavideo, I would have loved to seen you in it,24
audavideo, i still have it,24
anni_anni_bobanni, cool,25
audavideo, i was thinkin,24
anni_anni_bobanni, i just wanna dance with u,25
anni_anni_bobanni, thats all?,25
audavideo, ya,24
anni_anni_bobanni, y,25
anni_anni_bobanni, thats OK,25
audavideo, so you've changed your mind?,24
audavideo, no,24
anni_anni_bobanni, about what,25
anni_anni_bobanni, dancing?,25
anni_anni_bobanni, or saturday,25
anni_anni_bobanni, one sec,25
audavideo, k,24
anni_anni_bobanni, let me recap,25
audavideo, you said,24
audavideo, I just wanna dance with you,24
audavideo, and I asked,24
audavideo, o,24
anni_anni_bobanni, JUST,25
anni_anni_bobanni, no,25
anni_anni_bobanni, i havent changed my nid,25
anni_anni_bobanni, mind,25
anni_anni_bobanni, oh OK,25
audavideo, now Im not confused,24
audavideo, unless u dont wanna?,24
anni_anni_bobanni, I do,25
audavideo, I think it will be fun,24
audavideo, and it will be special for me too,24
audavideo, really?,24
anni_anni_bobanni, sure,25
audavideo, y,24
anni_anni_bobanni, cuz u get to b the teacher?,25
anni_anni_bobanni, lol,25
anni_anni_bobanni, well thats a little part of it,25
audavideo, because I get to make a positive lasting influence on you,24
audavideo, u mean like,24
anni_anni_bobanni, wipe away what stephen did,25
anni_anni_bobanni, as much as I can,25
audavideo, ur not coming,24
anni_anni_bobanni, r,25
anni_anni_bobanni, u,25
anni_anni_bobanni, what?,25
audavideo, u seem mad,24
anni_anni_bobanni, why would you suddenly ask me that?,25
audavideo, u seem mad,24
anni_anni_bobanni, Im not,25
audavideo, ur not talking much,24
anni_anni_bobanni, what makes you think Im mad?,25
audavideo, ur not talking much'u alway got soemthing 2 say,24
anni_anni_bobanni, lol,25
anni_anni_bobanni," oh, sorry",25
audavideo, well sometimes I run out of ideas,24
audavideo, lol,24
audavideo, u tired?,24
anni_anni_bobanni, a little but not much,25
audavideo, hey,24
anni_anni_bobanni, I slept all day today,25
audavideo, u no what,24
anni_anni_bobanni, usully i can see u typing,25
anni_anni_bobanni, at the bottom,25
anni_anni_bobanni, u no?,25
anni_anni_bobanni, ya?,25
audavideo, but i cnat today,24
anni_anni_bobanni, cant,25
anni_anni_bobanni, u no what i mean,25
anni_anni_bobanni, probably because IM using that other program,25
audavideo, one sec,24
audavideo, its ok,24
anni_anni_bobanni, maybe it just seems like ur not there,25
anni_anni_bobanni, kinda,25
anni_anni_bobanni, does this feel better?,25
audavideo, huh?,24
anni_anni_bobanni, can you see me typing now?,25
audavideo, do it again,24
anni_anni_bobanni," oooh, sexy",25
audavideo, yayy!!!!,24
anni_anni_bobanni, i can c u,25
anni_anni_bobanni, I wanna hear you tell me that when we meet,25
audavideo, down there,24
anni_anni_bobanni, LOL,25
anni_anni_bobanni, you can see me down there??? ,25
audavideo, lol,24
audavideo, awww,24
anni_anni_bobanni, david ,25
anni_anni_bobanni, i dont need glasses lol,25
anni_anni_bobanni, ,25
audavideo, of course not,24
audavideo, especially when looking at me. . .down there,24
audavideo, aww,24
anni_anni_bobanni, ya i saw everything,25
anni_anni_bobanni, dang,25
anni_anni_bobanni, u no ,25
anni_anni_bobanni, did you like what you saw?,25
audavideo, i seen u more than i saw stephen,24
anni_anni_bobanni, you'll feel me more than you felt stephen too,25
audavideo, o ya,24
anni_anni_bobanni, inside and out,25
audavideo, omg,24
anni_anni_bobanni, i shivered!!,25
anni_anni_bobanni, when u said that,25
anni_anni_bobanni, thats what Im talking about,25
audavideo, can i ask u somthing,24
anni_anni_bobanni, always,25
audavideo, umm,24
anni_anni_bobanni, ,25
anni_anni_bobanni, its about,25
anni_anni_bobanni, dont be embarrassed,25
audavideo, ur,24
anni_anni_bobanni, i AM,25
anni_anni_bobanni, thing,25
anni_anni_bobanni, what?,25
audavideo, umm,24
anni_anni_bobanni, it seemed kinda,25
anni_anni_bobanni, I have no idea what you're talking about,25
audavideo, start over,24
audavideo, when u showed me ur thing,24
anni_anni_bobanni, it seemed kinda,25
anni_anni_bobanni, not straihgt,25
anni_anni_bobanni, OMG,25
anni_anni_bobanni, i cant belve i asked that,25
anni_anni_bobanni, its a little curved,25
audavideo," but remember, it wasnt totally hard either",24
audavideo, oh,24
anni_anni_bobanni, u mean,25
anni_anni_bobanni, it gets straighter,25
anni_anni_bobanni, sure,25
audavideo, ,24
anni_anni_bobanni, when its soft it can bend,25
audavideo, lol,24
audavideo, ,24
anni_anni_bobanni, just so you know,25
audavideo, straight sometimes isnt the best,24
audavideo, omg,24
anni_anni_bobanni, what,25
anni_anni_bobanni, well inside your body isnt a straight tube,25
audavideo, u mean my??,24
anni_anni_bobanni, isnt????,25
anni_anni_bobanni, it curves a little,25
audavideo, yes,24
audavideo, o dang mine doesnt,24
anni_anni_bobanni, Im talking about inside,25
audavideo, i no,24
anni_anni_bobanni, but it doesnt,25
anni_anni_bobanni, mine doesnt,25
anni_anni_bobanni," well anyway,what feels good to you is the friction between my penis and the muscles inside you",25
audavideo, o,24
anni_anni_bobanni," just trust me, Im sure you'll go nuts when you feel me",25
audavideo, nuts like good nuts,24
anni_anni_bobanni, or nuts like ima kiil someone,25
anni_anni_bobanni, lol,25
anni_anni_bobanni," nuts, like , you wanna get on top of me and bounce like crazy",25
audavideo, o geez,24
anni_anni_bobanni, very good nuts,25
audavideo, aww,24
anni_anni_bobanni, will you let me teach you how to move?,25
audavideo, move?,24
anni_anni_bobanni, yes,25
audavideo, when you're having sex,24
audavideo, umm i didnt no there was a way,24
anni_anni_bobanni, u had to learn,25
anni_anni_bobanni, well thats true,25
audavideo, it usually comes to you naturally,24
audavideo, but I just want to make sure you realize all the motion isnt done by the man,24
audavideo, still there?,24
audavideo, ya,24
anni_anni_bobanni, im thinking,25
anni_anni_bobanni, about what?,25
audavideo, like when u descrined that otha stuff b4,24
anni_anni_bobanni, described,25
anni_anni_bobanni, i just cant het it,25
anni_anni_bobanni, get,25
anni_anni_bobanni, dang,25
anni_anni_bobanni, the 3 some thing?,25
audavideo, ya,24
anni_anni_bobanni, i guess LOL u gotta b there,25
anni_anni_bobanni, lol,25
audavideo, it'll make more sense the more you have sex,24
audavideo, ,24
audavideo, aww,24
anni_anni_bobanni, ,25
anni_anni_bobanni, which you and I can have as much as you can handle,25
audavideo, u no,24
anni_anni_bobanni, when i think a u,25
anni_anni_bobanni, i think of a teddy bear,25
anni_anni_bobanni, izzat ok?,25
anni_anni_bobanni, thats awesome,25
audavideo, good,24
audavideo, I want you to feel comfortable with me like that,24
audavideo, ur not mad??,24
anni_anni_bobanni, not at all,25
audavideo, when I think of you,24
audavideo, I get a little tingly,24
audavideo, ,24
audavideo, lol,24
anni_anni_bobanni, me likee,25
anni_anni_bobanni, makes my wee wee tickle,25
audavideo, LOL,24
anni_anni_bobanni, lol,25
audavideo, can i tell u something lese,24
anni_anni_bobanni, else,25
anni_anni_bobanni," always, you never have to ask permission first",25
audavideo, after stephen an me broke up,24
anni_anni_bobanni, just ask,25
audavideo, i was depressed ,24
anni_anni_bobanni, I can imagine,25
audavideo, breaking up is hard,24
audavideo, really depresed,24
anni_anni_bobanni, especially when you break up with a guy that takes your virginity and treats you like shit,25
audavideo, u no no 1 aked me out since then,24
anni_anni_bobanni, asked lol,25
anni_anni_bobanni, thats OK,25
audavideo, dont worry,24
audavideo, Im sure you'll meet a cutie sometime soon,24
audavideo, ya,24
anni_anni_bobanni, and you'll make him happy,25
audavideo, but ,24
anni_anni_bobanni, and he'll make you haooy,25
audavideo, u made me feel a lot better,24
anni_anni_bobanni, and he will treat you like I do,25
audavideo, u dont thuink thats sick?,24
anni_anni_bobanni, no,25
audavideo, what i told u,24
anni_anni_bobanni, not sick at all,25
audavideo, Im glad I make you feel better,24
audavideo, thats what Im here for,24
audavideo, i kinda stopedd eating,24
anni_anni_bobanni, for a wile,25
anni_anni_bobanni, thats not good,25
audavideo, but it happens,24
audavideo, ya just a few months,24
anni_anni_bobanni, >,25
audavideo, >,24
anni_anni_bobanni, awwwwwww,25
anni_anni_bobanni, you are so sweet and loveable,25
audavideo, so r u,24
anni_anni_bobanni, dont let anyone like stephen make you feel stupid,25
audavideo, david,24
anni_anni_bobanni, i got another queston,25
anni_anni_bobanni, or unwanted,25
audavideo, how come ur not married,24
anni_anni_bobanni, were u eva married?,25
anni_anni_bobanni, no,25
audavideo, my life has been full of dissappointment,24
audavideo, o,24
anni_anni_bobanni, im sorry,25
anni_anni_bobanni, >,25
anni_anni_bobanni, when I was your age,25
audavideo, all I cared about,24
audavideo, was getting into the Air Force Academy,24
audavideo, dang,24
anni_anni_bobanni, ur kidding,25
anni_anni_bobanni, I worked VERY VERY hard to get in,25
audavideo, no,24
audavideo, I didnt have a normal teenage life,24
audavideo, what u mean,24
anni_anni_bobanni, I didnt date,25
audavideo, go to parties,24
audavideo, dances,24
audavideo, any of that stuff,24
audavideo, what did u do??,24
anni_anni_bobanni," I went to church alot, worked there alot doing sound and lights",25
audavideo, wrote letters and essays,24
audavideo, 4 what?,24
anni_anni_bobanni, application after application,25
audavideo, to go to the air force academy?,24
anni_anni_bobanni, yes,25
audavideo, not only do you have to apply,24
audavideo, you have to have amazing grades,24
audavideo, and also get nominated by a senator or representative or by the vice president,24
audavideo, o dang!,24
anni_anni_bobanni, which means you have to write alot of letter,25
audavideo, letters,24
audavideo, and go through interviews after interview,24
audavideo, geez,24
anni_anni_bobanni, but?,25
anni_anni_bobanni, u didnt get in?,25
anni_anni_bobanni, no,25
audavideo, o david,24
anni_anni_bobanni, ,25
audavideo, im sorry,24
anni_anni_bobanni, >,25
anni_anni_bobanni, I found out in february of my senior year,25
audavideo, o geez,24
anni_anni_bobanni, so what id y do??,25
anni_anni_bobanni, I put ten years of my life into it,25
audavideo, it was crushing,24
audavideo, o dang,24
anni_anni_bobanni," well, of course all that time I didnt date",25
audavideo, so I was kind of a social retard,24
audavideo, awww no,24
anni_anni_bobanni, and I was also very depressed,25
audavideo, I felt like the world ended,24
audavideo, since then I've just been kinda floating through life,24
audavideo, I've had girlfriends,24
audavideo, my first oNE i HAD FOR TWO YEARS,24
audavideo, o,24
anni_anni_bobanni, we loved each other,25
audavideo, but we were young,24
audavideo, and we were church kids,24
audavideo, how young,24
anni_anni_bobanni, so we didnt have sex,25
audavideo, o,24
anni_anni_bobanni, we were getting close,25
audavideo, and it scared us,24
audavideo, it kinda tore us apart actually,24
audavideo, I was 21,24
audavideo, she was 19,24
audavideo, then I moved to Tulsa,24
audavideo, thats so sad,24
anni_anni_bobanni, tulsa???,25
anni_anni_bobanni, Oklahoma,25
audavideo, why??,24
anni_anni_bobanni, a job,25
audavideo, good one actually,24
audavideo, I should have stayed there,24
audavideo, what was it,24
anni_anni_bobanni, but I was always angry there,25
audavideo, I as the technical coordinator for a university there,24
audavideo, dang,24
anni_anni_bobanni, did u go to college?,25
anni_anni_bobanni," not at that point, no",25
audavideo, couldnt afford it,24
audavideo, and I kinda wasted all my effort on the air force academy when I should have been applying for financial aid and scholarships,24
audavideo, anyway,24
audavideo, I had a neighbor there,24
audavideo, she was AMAZING to me,24
audavideo, I thought anyway,24
audavideo, we were best friends,24
audavideo, I fell in love with her,24
audavideo, deeply,24
audavideo, but she never felt the same,24
audavideo, o dang im crying ,24
anni_anni_bobanni, thats SO sad,25
anni_anni_bobanni, I spent time with her ever chance I could,25
audavideo, we would talk,24
audavideo, and laugh,24
audavideo, but for some reason she just never could decide to let herself fall in love with me,24
audavideo, she knew I loved her,24
audavideo, I think she even liked it,24
audavideo, but she kept telling me to stop,24
audavideo, I ouldnt,24
audavideo, couldnt,24
audavideo, idk what 2 say,24
anni_anni_bobanni, thats SO sad,25
anni_anni_bobanni, its OK,25
audavideo, I just wanted you to know why I've never been married,24
audavideo, o geez,24
anni_anni_bobanni, u no what,25
anni_anni_bobanni, I always want what I cannot have,25
audavideo, im really crying,24
anni_anni_bobanni, daid,25
anni_anni_bobanni, david thats SOOOO soooo sad,25
anni_anni_bobanni, Im crying now too,25
audavideo, o nooooz,24
anni_anni_bobanni, its OK,25
audavideo, im sorry i asked,24
anni_anni_bobanni, dont be sorry,25
audavideo," Annie, you know why meeting you will be special to me?",24
audavideo, no,24
anni_anni_bobanni, because somehow I feel that I can help you never experience feeling destroyed like I do sometimes (and will again when the cops arrest you at the house),25
audavideo, o dang,24
anni_anni_bobanni, im cryin g again,25
anni_anni_bobanni, >,25
audavideo, >,24
anni_anni_bobanni, dang,25
anni_anni_bobanni, i gotta go blow my nose brb,25
anni_anni_bobanni, ok,25
audavideo, sorry,24
audavideo, back,24
anni_anni_bobanni, welcome back,25
audavideo, i ahhda tell me mom i got dust up my nose lol,24
anni_anni_bobanni, why i was blowing my nose,25
anni_anni_bobanni, lol,25
audavideo, hamster shavings,24
audavideo, LOL,24
anni_anni_bobanni, gross,25
anni_anni_bobanni, lol,25
audavideo, hey,24
anni_anni_bobanni, i g2g take a shower now,25
anni_anni_bobanni, can I come?,25
audavideo, awwww,24
anni_anni_bobanni, on saturday,25
anni_anni_bobanni, cool,25
audavideo, we'll have a full night,24
audavideo, ya lol,24
anni_anni_bobanni," beach, dancing, motorcycle (maybe)",25
audavideo, massage,24
audavideo, pool,24
audavideo, o dang i hope u can bring the motorcycle,24
anni_anni_bobanni, shower,25
audavideo, o dang,24
anni_anni_bobanni, i ,25
anni_anni_bobanni, cant,25
anni_anni_bobanni, wait,25
anni_anni_bobanni, ,25
audavideo, niters david,24
anni_anni_bobanni, ,25
anni_anni_bobanni, g-night,25
audavideo, ,24
anni_anni_bobanni, >,25
anni_anni_bobanni, thanks for the chat,25
audavideo, ,24
audavideo, sleep tite,24
anni_anni_bobanni, you too,25
audavideo, tty tomorow??,24
anni_anni_bobanni, hug a teddy bear for me,25
audavideo, sure,24
audavideo, ur my teddy,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, I know,25
audavideo, hug one and pretend its me,24
audavideo, ur hairier,24
anni_anni_bobanni, lol,25
anni_anni_bobanni, lol,25
audavideo, ,24
audavideo,,24
, my mom mite not go ,-1
anni_anni_bobanni, ,25
anni_anni_bobanni, ,25
audavideo,,24
, my mos doesnt no if shes gonna be able to get off work friday,-1
anni_anni_bobanni, so she said she mite not go then,25
anni_anni_bobanni, shes still waiting to hear,25
anni_anni_bobanni, no im keeping it real here lol,25
anni_anni_bobanni, ,25
anni_anni_bobanni, Keep it real cutie pie,25
audavideo, lol,24
audavideo, I'm working 1pm to 9pm shifts the rest of the week,24
audavideo, hey,24
anni_anni_bobanni, and no biggie if this doesnt go down OK? I know you'll be dissappointed but we'll work it out for a better time,25
audavideo, u there?,24
anni_anni_bobanni, yap,25
audavideo, ,24
audavideo, she still dont no if that other lady will switch with her,24
anni_anni_bobanni, ,25
anni_anni_bobanni, ,25
audavideo, ,24
audavideo, u gotta work til 9 on sat??,24
anni_anni_bobanni, no,25
audavideo, so if she goes,24
anni_anni_bobanni, ok whew,25
anni_anni_bobanni, I'll only work intil 5 on sat,25
audavideo, shes sposta no tomorow,24
anni_anni_bobanni, cool,25
audavideo," well like I said, dont ask too enthusiastically",24
audavideo, i didnt say anything,24
anni_anni_bobanni, im keeping it REAL,25
anni_anni_bobanni, lol,25
anni_anni_bobanni, lol,25
audavideo, sweet,24
audavideo, naw,24
anni_anni_bobanni, im trying to be SO good,25
anni_anni_bobanni, but not to good,25
anni_anni_bobanni," lol, just act normal",25
audavideo, right,24
audavideo, hahahaha,24
audavideo, u no how hard that is when ur trying lol,24
anni_anni_bobanni, lol,25
audavideo, you're so cute,24
audavideo, so r u,24
anni_anni_bobanni, awww,25
audavideo, so like I was saying. . .,24
audavideo, dont get too dissapointed if it doesnt work out this weekend,24
audavideo, brb phone,24
anni_anni_bobanni, k that was her,25
anni_anni_bobanni, no word yet,25
anni_anni_bobanni, =((,25
anni_anni_bobanni, thats OK,25
audavideo, dont be dissapointed,24
audavideo, we'll work it out another time,24
audavideo, if we have to,24
audavideo, sometime when I wont feel rushed,24
audavideo, awwwwwwwwwwww,24
anni_anni_bobanni, u feel rushed??,25
anni_anni_bobanni, you arent making me feel rushed no,25
audavideo, just my work schedule,24
audavideo, o,24
anni_anni_bobanni, u mean when theres more time,25
anni_anni_bobanni, leaving work at 5,25
audavideo, ya,24
anni_anni_bobanni, getting ready,25
audavideo, driving,24
audavideo, being with you,24
audavideo, i was just,24
anni_anni_bobanni, driving,25
audavideo, looking forward to it,24
anni_anni_bobanni, work again at 8am,25
audavideo, bleh,24
audavideo, its too much truubl,24
anni_anni_bobanni, im sorry,25
anni_anni_bobanni, its not,25
audavideo, not tooo much,24
audavideo, just busy,24
audavideo, k,24
anni_anni_bobanni, I want to give you my full attention,25
audavideo, I dont want to be tired,24
audavideo, im still mad,24
anni_anni_bobanni, why?,25
audavideo, so if she can get off work,24
anni_anni_bobanni, u dont wanna?,25
anni_anni_bobanni," if she's going, then of course I'll come",25
audavideo, oh ok,24
anni_anni_bobanni, i thot maybe itd be too late 4 u,25
anni_anni_bobanni, I've been looking forward to it for a while,25
audavideo, LOL,24
anni_anni_bobanni, ,25
anni_anni_bobanni, no not too late,25
audavideo, ok good,24
anni_anni_bobanni, I'll be there by around 7,25
audavideo, no i meant to late 4 u to stay up LOL,24
anni_anni_bobanni, oh lol,25
audavideo," no, not really, remember Im used to working 20 hour shifts",24
audavideo, o ya,24
anni_anni_bobanni, and I definitely dont mind doing the kind of work we'll be doing,25
audavideo, hehe,24
anni_anni_bobanni, i beetr go finish my homework,25
anni_anni_bobanni, math ,25
